ID;ORDERID;ITEMID;AMOUNT;UNITPRICE;LINETOTAL
78253;14252;22131;2;63.644;127.287
78254;14251;21358;10;63.132;631.324
78255;14252;376;4;216.053;864.212
78256;14251;9049;2;191.780;383.560
78257;14252;18109;4;19.635;78.539
78258;14251;1488;10;105.405;1.054.046
78259;14252;19670;8;218.346;1.746.771
78260;14251;9643;4;67.790;271.161
78261;14252;14505;2;176.653;353.307
78262;14251;16600;10;264.380;2.643.797
78263;14252;14793;7;0.4907;34.348
78264;14253;20908;4;13.407;53.628
78265;14254;17065;2;30.715;61.431
78266;14253;25481;4;529.054;2.116.217
78267;14254;26546;3;133.646;400.937
78268;14253;3827;6;104.055;624.333
78269;14254;4113;9;182.438;1.641.942
78270;14253;24419;3;124.141;372.423
78271;14253;6647;4;55.340;221.362
78272;14254;2904;4;14.952;59.807
78273;14253;11097;2;75.690;151.379
78274;14253;18477;2;71.820;143.640
78275;14255;21034;4;711.046;2.844.185
78276;14253;11494;8;734.040;5.872.322
78277;14255;2972;8;74.665;597.323
78278;14253;8932;4;269.776;1.079.104
78279;14253;23873;9;197.538;1.777.840
78280;14256;26767;10;39.548;395.479
78281;14257;15398;7;136.493;955.454
78282;14258;14012;8;224.178;1.793.428
78283;14259;4036;8;63.501;508.005
78284;14258;11225;10;30.576;305.761
78285;14259;580;6;782.523;4.695.137
78286;14259;7410;7;0.5978;41.846
78287;14260;4574;7;171.465;1.200.254
78288;14259;25335;10;72.485;724.848
78289;14260;27876;10;27.237;272.370
78290;14260;334;2;124.309;248.618
78291;14261;5759;9;165.470;1.489.229
78292;14260;19119;6;308.522;1.851.133
78293;14261;13437;9;29.126;262.138
78294;14260;16524;10;12.349;123.488
78295;14261;5945;2;32.376;64.753
78296;14260;10896;2;24.305;48.610
78297;14261;13152;7;118.353;828.470
78298;14260;11130;8;74.358;594.868
78299;14261;9514;1;18.279;18.279
78300;14261;20269;3;154.587;463.761
78301;14262;14298;5;143.998;719.990
78302;14261;23617;5;53.762;268.812
78303;14262;6768;5;30.152;150.761
78304;14261;16229;5;80.177;400.884
78305;14262;1995;2;14.775;29.551
78306;14262;10369;6;354.278;2.125.667
78307;14263;6507;10;272.168;2.721.681
78308;14262;7207;7;135.145;946.018
78309;14263;654;9;196.742;1.770.676
78310;14262;1390;2;85.122;170.245
78311;14263;19631;7;76.250;533.749
78312;14262;25329;5;186.582;932.912
78313;14263;14291;2;208.766;417.532
78314;14262;15999;4;36.988;147.954
78315;14263;21900;1;21.827;21.827
78316;14262;13615;9;197.506;1.777.555
78317;14263;5882;8;61.180;489.443
78318;14262;24589;6;0.8329;49.976
78319;14263;15596;8;74.843;598.742
78320;14263;20373;3;14.595;43.784
78321;14264;27263;10;64.360;643.599
78322;14264;22420;7;151.364;1.059.549
78323;14265;23619;5;31.036;155.179
78324;14264;10569;6;295.551;1.773.303
78325;14265;16379;7;196.108;1.372.758
78326;14264;20085;3;0.5231;15.693
78327;14265;23757;9;266.717;2.400.453
78328;14264;14980;9;33.932;305.390
78329;14265;1805;10;30.411;304.106
78330;14266;27209;8;37.313;298.505
78331;14267;4872;3;236.489;709.468
78332;14266;18826;10;231.157;2.311.572
78333;14266;12935;8;243.047;1.944.375
78334;14268;26878;9;17.309;155.783
78335;14266;11115;2;500.619;1.001.239
78336;14266;10810;8;27.547;220.373
78337;14269;25267;1;115.914;115.914
78338;14266;18708;6;225.111;1.350.669
78339;14269;19286;2;13.180;26.360
78340;14266;6163;2;174.011;348.022
78341;14269;11946;5;169.965;849.825
78342;14269;2284;9;15.505;139.541
78343;14270;11862;3;146.729;440.187
78344;14269;8923;5;137.663;688.315
78345;14270;6857;7;67.592;473.145
78346;14269;20090;7;35.898;251.289
78347;14270;1987;3;32.883;98.650
78348;14269;3345;5;123.037;615.185
78349;14271;680;7;66.736;467.150
78350;14269;44;8;112.964;903.713
78351;14271;25801;4;172.832;691.326
78352;14272;22114;2;22.874;45.748
78353;14271;24258;1;104.631;104.631
78354;14272;24662;4;41.778;167.113
78355;14271;19000;1;37.439;37.439
78356;14272;24789;4;39.337;157.347
78357;14273;23928;5;71.433;357.166
78358;14273;20501;6;32.291;193.748
78359;14274;2706;2;82.976;165.952
78360;14273;4779;4;301.765;1.207.060
78361;14274;16151;7;89.992;629.942
78362;14273;3484;5;12.982;64.911
78363;14274;27793;7;124.581;872.068
78364;14273;5903;6;63.254;379.523
78365;14274;19939;5;23.203;116.013
78366;14274;24233;5;13.889;69.444
78367;14275;7898;6;50.407;302.442
78368;14275;12785;4;361.203;1.444.810
78369;14276;20214;10;275.554;2.755.540
78370;14276;27368;5;27.594;137.971
78371;14277;24993;4;116.073;464.294
78372;14276;8896;9;12.743;114.684
78373;14277;4126;2;67.174;134.349
78374;14276;1873;9;102.803;925.228
78375;14277;18534;5;48.816;244.082
78376;14276;7080;4;15.774;63.097
78377;14277;17791;5;52.594;262.971
78378;14276;18306;9;0.8401;75.607
78379;14277;8955;5;65.376;326.881
78380;14276;1970;7;88.671;620.695
78381;14277;192;5;576.241;2.881.206
78382;14276;6983;3;0.8403;25.210
78383;14278;21246;8;151.072;1.208.575
78384;14279;6376;6;15.902;95.411
78385;14278;9882;2;125.056;250.111
78386;14279;27067;10;64.974;649.740
78387;14278;22761;9;48.459;436.133
78388;14279;14114;1;68.410;68.410
78389;14278;20548;10;25.770;257.703
78390;14278;8302;9;35.168;316.510
78391;14280;8735;2;68.873;137.746
78392;14281;2854;4;40.299;161.197
78393;14282;24771;6;56.021;336.124
78394;14281;10780;10;111.915;1.119.155
78395;14282;19853;7;71.647;501.530
78396;14281;21121;9;166.395;1.497.555
78397;14282;4626;2;35.848;71.697
78398;14281;5771;5;1.025.516;5.127.579
78399;14282;3104;4;346.543;1.386.174
78400;14281;1452;6;69.063;414.376
78401;14282;11190;1;0.6829;0.6829
78402;14283;5695;3;233.886;701.657
78403;14282;3863;7;26.904;188.327
78404;14283;20213;6;45.231;271.388
78405;14282;21833;3;182.001;546.002
78406;14283;24372;4;118.798;475.192
78407;14282;15730;8;25.103;200.821
78408;14282;20443;4;87.419;349.674
78409;14284;9504;5;55.256;276.281
78410;14284;4801;4;75.335;301.338
78411;14285;16090;3;120.916;362.747
78412;14284;17455;8;73.621;588.969
78413;14285;10496;1;38.560;38.560
78414;14284;6807;6;14.515;87.089
78415;14285;19273;1;28.788;28.788
78416;14284;1101;2;314.176;628.352
78417;14285;842;3;101.143;303.429
78418;14284;21;1;17.767;17.767
78419;14285;23744;4;51.876;207.504
78420;14284;26304;8;197.931;1.583.446
78421;14285;5143;9;157.668;1.419.009
78422;14284;12430;7;14.270;99.887
78423;14284;24418;8;42.757;342.053
78424;14286;10567;2;139.220;278.440
78425;14287;15826;7;308.923;2.162.463
78426;14286;23589;8;43.483;347.861
78427;14287;25222;6;62.496;374.974
78428;14286;3821;8;142.826;1.142.612
78429;14287;14932;7;61.330;429.312
78430;14288;21022;3;508.273;1.524.819
78431;14287;6460;5;154.658;773.288
78432;14288;26859;5;0.3392;16.958
78433;14289;16557;9;54.384;489.457
78434;14288;13485;1;72.042;72.042
78435;14289;24649;9;317.305;2.855.744
78436;14288;27261;1;129.202;129.202
78437;14289;21847;1;33.405;33.405
78438;14288;1446;6;113.617;681.705
78439;14289;9991;6;31.914;191.485
78440;14288;15645;3;0.4919;14.756
78441;14289;23068;2;57.859;115.717
78442;14288;10003;1;19.255;19.255
78443;14289;2581;9;59.402;534.615
78444;14288;15111;4;0.4830;19.320
78445;14289;434;1;94.624;94.624
78446;14288;21453;8;25.084;200.669
78447;14290;5291;8;118.483;947.863
78448;14288;2089;3;250.921;752.763
78449;14290;864;4;196.471;785.885
78450;14290;23937;3;229.997;689.990
78451;14291;23556;1;568.676;568.676
78452;14290;7963;1;69.935;69.935
78453;14291;9513;7;276.471;1.935.298
78454;14290;13631;1;20.898;20.898
78455;14291;26417;7;80.388;562.719
78456;14290;26144;2;37.213;74.427
78457;14291;27225;1;29.160;29.160
78458;14290;27499;10;12.257;122.567
78459;14291;22142;7;39.982;279.872
78460;14291;14876;2;53.492;106.984
78461;14292;27202;1;69.576;69.576
78462;14291;7283;9;130.876;1.177.882
78463;14292;12221;1;41.331;41.331
78464;14291;22950;9;53.477;481.291
78465;14292;7466;2;14.915;29.830
78466;14292;26750;8;15.358;122.867
78467;14293;26310;2;71.535;143.070
78468;14292;21623;1;60.171;60.171
78469;14293;15856;4;59.924;239.694
78470;14292;26006;7;87.901;615.308
78471;14292;18743;2;50.596;101.192
78472;14294;19240;9;0.8599;77.393
78473;14292;27443;6;112.998;677.986
78474;14294;19875;6;0.9576;57.458
78475;14292;24582;9;84.231;758.076
78476;14294;2298;3;1.747.196;5.241.588
78477;14292;21593;5;80.289;401.443
78478;14294;3432;8;70.715;565.718
78479;14294;23316;4;97.223;388.893
78480;14295;13856;5;51.155;255.775
78481;14295;23536;9;304.718;2.742.462
78482;14296;7288;4;98.695;394.781
78483;14295;4286;9;11.839;106.547
78484;14296;1724;10;14.800;148.001
78485;14295;27505;1;605.916;605.916
78486;14296;1172;2;352.821;705.642
78487;14297;13122;4;127.635;510.540
78488;14296;5188;4;380.485;1.521.939
78489;14297;19114;5;0.2502;12.512
78490;14296;24669;4;123.222;492.890
78491;14296;3697;7;11.064;77.447
78492;14297;20941;5;72.065;360.324
78493;14297;9654;5;30.445;152.226
78494;14296;25188;4;329.063;1.316.252
78495;14297;9463;8;12.119;96.952
78496;14296;11337;9;29.485;265.368
78497;14297;17745;8;71.652;573.217
78498;14296;14567;4;55.403;221.614
78499;14297;27465;5;13.413;67.063
78500;14298;12324;6;10.029;60.172
78501;14299;25332;5;31.879;159.394
78502;14298;19534;1;59.746;59.746
78503;14299;27809;1;173.097;173.097
78504;14298;25202;9;91.166;820.498
78505;14298;10414;8;18.756;150.048
78506;14300;22821;5;26.463;132.315
78507;14298;2794;8;15.956;127.652
78508;14300;18654;8;23.234;185.874
78509;14298;3684;10;24.724;247.238
78510;14300;10808;10;236.307;2.363.068
78511;14300;14668;7;457.045;3.199.313
78512;14301;15274;2;91.239;182.478
78513;14300;10508;1;25.282;25.282
78514;14301;25391;10;80.070;800.699
78515;14300;13314;10;18.330;183.305
78516;14301;9118;6;36.343;218.061
78517;14301;24518;10;69.202;692.017
78518;14302;4641;7;0.6157;43.100
78519;14302;1974;1;18.112;18.112
78520;14303;27959;3;11.495;34.484
78521;14302;11809;5;284.043;1.420.217
78522;14302;7920;9;144.623;1.301.611
78523;14304;450;10;256.797;2.567.969
78524;14302;21297;7;114.381;800.670
78525;14304;27924;5;35.091;175.454
78526;14302;1942;6;0.5414;32.487
78527;14304;1903;1;923.807;923.807
78528;14302;17831;1;62.588;62.588
78529;14304;11094;3;0.5987;17.960
78530;14302;13649;5;0.5873;29.363
78531;14304;24517;1;124.683;124.683
78532;14302;17419;4;103.520;414.079
78533;14304;26195;1;52.956;52.956
78534;14302;27871;8;0.1846;14.770
78535;14305;26726;7;13.600;95.197
78536;14306;21761;7;0.6813;47.689
78537;14305;18937;2;233.296;466.593
78538;14306;3501;7;272.374;1.906.620
78539;14305;12652;6;22.296;133.775
78540;14306;4657;3;269.125;807.376
78541;14305;8589;1;190.928;190.928
78542;14306;24966;2;276.938;553.877
78543;14307;12534;4;71.848;287.390
78544;14308;15631;3;29.204;87.613
78545;14307;26459;1;230.752;230.752
78546;14308;20959;9;33.072;297.647
78547;14307;12031;5;184.674;923.372
78548;14307;1988;3;63.319;189.957
78549;14309;1616;1;84.786;84.786
78550;14307;16522;6;118.887;713.323
78551;14309;13452;6;64.401;386.407
78552;14307;20277;5;284.639;1.423.194
78553;14309;9727;7;194.715;1.363.004
78554;14307;7572;7;31.814;222.701
78555;14309;3231;6;15.612;93.672
78556;14307;19216;2;88.625;177.249
78557;14309;19298;3;152.517;457.550
78558;14307;953;9;292.392;2.631.527
78559;14309;22438;9;73.038;657.345
78560;14307;13206;6;152.587;915.523
78561;14310;22521;3;83.809;251.427
78562;14311;9073;1;71.021;71.021
78563;14310;1872;9;30.920;278.277
78564;14311;26254;2;53.856;107.711
78565;14310;12208;4;216.356;865.423
78566;14310;17402;8;61.515;492.119
78567;14311;19222;1;0.2475;0.2475
78568;14310;2591;1;45.990;45.990
78569;14311;2847;5;66.708;333.542
78570;14310;4076;2;282.820;565.640
78571;14311;24708;5;72.330;361.651
78572;14310;9281;8;207.077;1.656.618
78573;14311;12788;7;39.358;275.508
78574;14312;21704;8;16.587;132.694
78575;14313;13338;1;91.349;91.349
78576;14313;3282;8;127.274;1.018.189
78577;14314;14572;1;62.391;62.391
78578;14313;2343;7;37.538;262.763
78579;14314;12396;6;194.343;1.166.056
78580;14313;23989;7;31.846;222.922
78581;14314;12889;8;124.319;994.553
78582;14313;27744;2;55.817;111.635
78583;14314;18777;2;208.817;417.634
78584;14313;12000;6;88.819;532.916
78585;14314;19632;9;35.963;323.667
78586;14314;15950;1;83.370;83.370
78587;14313;22422;2;34.819;69.637
78588;14313;10533;3;28.563;85.688
78589;14315;8422;3;92.435;277.306
78590;14315;25097;7;266.416;1.864.909
78591;14316;25887;1;435.374;435.374
78592;14315;1430;5;68.105;340.524
78593;14317;3245;4;55.849;223.397
78594;14315;26558;4;33.569;134.275
78595;14317;15949;6;75.484;452.906
78596;14318;27321;10;59.563;595.627
78597;14317;24247;2;84.397;168.795
78598;14317;22081;9;250.534;2.254.803
78599;14318;14503;6;296.400;1.778.402
78600;14318;1382;1;335.283;335.283
78601;14319;5163;10;152.517;1.525.174
78602;14318;21484;1;228.788;228.788
78603;14319;25351;2;71.700;143.400
78604;14318;4295;9;204.191;1.837.715
78605;14319;23815;7;86.754;607.280
78606;14318;27962;4;231.624;926.496
78607;14319;27492;10;13.442;134.420
78608;14318;21742;9;271.622;2.444.598
78609;14319;23078;4;58.132;232.527
78610;14318;27736;5;133.439;667.196
78611;14319;22519;5;58.856;294.278
78612;14319;11040;4;24.481;97.925
78613;14320;15860;10;43.690;436.902
78614;14319;3960;9;25.646;230.812
78615;14321;17293;4;45.097;180.387
78616;14322;18805;4;115.183;460.730
78617;14321;21984;3;91.990;275.971
78618;14322;18512;3;151.690;455.071
78619;14321;17819;10;157.702;1.577.020
78620;14321;16289;10;24.919;249.192
78621;14323;1127;7;189.371;1.325.600
78622;14323;18904;7;51.085;357.595
78623;14324;3550;1;467.628;467.628
78624;14324;1722;1;16.114;16.114
78625;14325;7366;1;48.021;48.021
78626;14324;11797;10;10.679;106.792
78627;14324;24792;8;1.791.959;14.335.672
78628;14326;19564;9;54.309;488.777
78629;14324;6833;4;16.805;67.218
78630;14327;24700;4;54.959;219.836
78631;14328;13960;3;39.429;118.286
78632;14327;26387;4;106.861;427.443
78633;14329;12119;2;472.367;944.734
78634;14330;16594;5;69.453;347.264
78635;14329;914;7;85.223;596.559
78636;14330;14244;10;100.810;1.008.095
78637;14329;22643;5;11.532;57.662
78638;14330;15421;5;49.529;247.646
78639;14331;15877;8;90.921;727.371
78640;14330;6862;1;187.406;187.406
78641;14331;18838;3;194.104;582.311
78642;14330;10840;9;311.880;2.806.920
78643;14331;26831;4;80.431;321.725
78644;14330;23384;4;33.661;134.644
78645;14331;23129;6;0.6920;41.517
78646;14330;19304;9;10.718;96.466
78647;14331;26966;5;103.795;518.977
78648;14330;19961;7;13.266;92.864
78649;14331;26406;10;596.117;5.961.172
78650;14330;4999;8;270.638;2.165.104
78651;14331;8510;1;13.154;13.154
78652;14332;16218;9;70.719;636.474
78653;14333;1739;7;170.490;1.193.427
78654;14332;15006;8;129.242;1.033.934
78655;14333;23199;3;499.199;1.497.596
78656;14332;4663;7;729.600;5.107.200
78657;14333;402;9;35.625;320.629
78658;14332;22978;7;44.825;313.777
78659;14333;5637;5;184.061;920.304
78660;14332;19814;10;843.505;8.435.053
78661;14333;17947;10;294.177;2.941.768
78662;14332;27646;4;659.903;2.639.612
78663;14333;26354;10;94.527;945.272
78664;14332;27268;3;131.383;394.148
78665;14333;19546;8;333.230;2.665.840
78666;14332;8551;7;202.161;1.415.126
78667;14333;1240;9;38.031;342.283
78668;14332;6427;1;75.407;75.407
78669;14332;13982;3;27.454;82.362
78670;14334;11957;9;201.470;1.813.228
78671;14334;1323;4;21.984;87.936
78672;14335;25766;5;0.5258;26.292
78673;14335;26178;6;561.169;3.367.017
78674;14336;2753;3;75.899;227.698
78675;14336;18921;6;100.148;600.887
78676;14335;5562;10;76.549;765.488
78677;14336;18291;8;383.845;3.070.757
78678;14337;26958;4;31.783;127.133
78679;14336;12404;6;78.310;469.863
78680;14337;301;7;332.095;2.324.663
78681;14338;197;1;279.627;279.627
78682;14337;3292;5;76.079;380.394
78683;14338;23594;6;19.855;119.129
78684;14337;20875;1;0.5364;0.5364
78685;14338;15914;8;60.903;487.227
78686;14337;699;3;15.919;47.758
78687;14338;10350;10;23.600;235.996
78688;14337;3065;7;119.902;839.315
78689;14338;2900;3;61.321;183.963
78690;14338;9832;2;16.390;32.781
78691;14339;22176;8;54.003;432.025
78692;14338;10913;4;116.116;464.463
78693;14339;7051;2;906.930;1.813.861
78694;14338;9650;10;400.626;4.006.256
78695;14339;22509;9;147.683;1.329.150
78696;14341;23816;2;407.529;815.057
78697;14340;21098;1;15.917;15.917
78698;14341;18606;3;105.211;315.634
78699;14340;939;2;439.227;878.454
78700;14340;22316;10;65.174;651.739
78701;14342;7338;5;29.885;149.424
78702;14340;14186;7;0.7611;53.277
78703;14342;11103;9;125.094;1.125.847
78704;14340;656;5;140.737;703.686
78705;14342;5904;9;89.122;802.094
78706;14340;17087;4;11.256;45.023
78707;14343;18308;3;40.939;122.818
78708;14344;8047;7;126.678;886.745
78709;14343;9095;7;57.434;402.038
78710;14344;4415;5;81.293;406.465
78711;14343;6100;3;75.090;225.269
78712;14344;5614;5;223.961;1.119.806
78713;14343;24972;10;322.312;3.223.116
78714;14344;7301;8;29.347;234.777
78715;14343;11726;8;330.250;2.642.000
78716;14344;16477;2;0.9946;19.892
78717;14343;14210;9;20.212;181.910
78718;14344;802;2;248.172;496.344
78719;14345;997;3;222.054;666.161
78720;14344;3793;7;285.371;1.997.599
78721;14345;13626;5;277.317;1.386.585
78722;14344;21360;8;73.584;588.675
78723;14344;16280;6;70.036;420.217
78724;14345;24716;5;58.303;291.516
78725;14345;14919;8;92.885;743.077
78726;14344;484;3;113.221;339.662
78727;14345;17398;10;50.639;506.394
78728;14346;7664;5;0.7349;36.743
78729;14345;15345;4;41.682;166.729
78730;14346;8955;7;60.219;421.533
78731;14345;5215;9;161.393;1.452.533
78732;14346;1807;7;114.290;800.032
78733;14345;27877;1;161.138;161.138
78734;14345;8274;2;123.214;246.428
78735;14347;24405;3;65.266;195.798
78736;14347;27035;3;41.015;123.046
78737;14348;2748;1;11.231;11.231
78738;14347;25680;2;175.554;351.108
78739;14348;23069;8;36.647;293.177
78740;14347;27362;1;246.648;246.648
78741;14348;10677;1;55.215;55.215
78742;14347;14905;4;29.411;117.646
78743;14348;5803;3;54.240;162.719
78744;14348;8873;3;0.4536;13.607
78745;14349;24734;6;88.825;532.952
78746;14348;18624;3;142.363;427.090
78747;14349;17672;3;17.927;53.780
78748;14349;17135;6;12.851;77.106
78749;14350;26221;10;102.699;1.026.989
78750;14349;2333;6;501.217;3.007.304
78751;14350;9854;1;692.854;692.854
78752;14350;22490;1;24.325;24.325
78753;14350;5775;2;91.834;183.668
78754;14351;3930;3;220.950;662.849
78755;14350;7742;3;73.353;220.059
78756;14351;27587;2;0.8453;16.906
78757;14350;12558;9;100.035;900.318
78758;14351;2883;1;79.575;79.575
78759;14350;16992;1;47.145;47.145
78760;14351;7705;3;159.479;478.437
78761;14350;8690;5;14.753;73.767
78762;14351;19877;5;72.168;360.841
78763;14350;11459;7;286.375;2.004.625
78764;14351;5795;3;101.381;304.143
78765;14350;3687;5;57.469;287.343
78766;14351;21818;5;924.707;4.623.534
78767;14352;25621;1;32.140;32.140
78768;14351;23089;9;0.7096;63.864
78769;14352;8283;8;77.848;622.783
78770;14353;16259;3;93.804;281.411
78771;14352;13875;8;14.909;119.270
78772;14353;7307;2;404.612;809.225
78773;14352;22600;2;114.611;229.222
78774;14353;23372;2;153.062;306.123
78775;14352;21142;8;12.374;98.993
78776;14353;27569;5;62.611;313.056
78777;14352;5291;8;117.255;938.040
78778;14353;18388;2;69.517;139.034
78779;14352;5013;9;71.346;642.113
78780;14352;12539;7;140.891;986.235
78781;14354;9720;5;166.610;833.048
78782;14354;27434;4;168.394;673.574
78783;14355;16746;8;60.292;482.337
78784;14354;19329;1;98.740;98.740
78785;14355;22288;4;423.728;1.694.911
78786;14354;9030;9;275.142;2.476.275
78787;14355;15915;6;58.576;351.454
78788;14354;22409;5;28.234;141.170
78789;14355;17757;9;79.662;716.956
78790;14354;12271;10;54.322;543.225
78791;14355;24377;5;217.190;1.085.950
78792;14354;23708;3;226.773;680.320
78793;14355;5223;8;385.062;3.080.498
78794;14354;6353;3;289.660;868.980
78795;14355;18727;6;187.925;1.127.552
78796;14355;14493;6;291.636;1.749.818
78797;14356;16311;4;12.438;49.751
78798;14355;7396;9;124.619;1.121.575
78799;14356;8267;6;154.655;927.929
78800;14356;10166;9;186.462;1.678.159
78801;14357;25902;6;45.964;275.786
78802;14357;14084;1;130.092;130.092
78803;14358;15660;8;160.153;1.281.222
78804;14357;12880;1;108.465;108.465
78805;14358;2424;6;64.448;386.685
78806;14357;7805;7;19.439;136.071
78807;14358;13798;6;18.512;111.075
78808;14357;13579;4;239.800;959.201
