ID;USERID;DATE_;TOTALPRICE;STATUS_;ADDRESSID
9461;5860;23.02.2020 07:08;2.376.068;2;9122
9462;6025;3.06.2019 02:10;3.648.402;2;9523
9463;4356;23.09.2019 07:29;1.537.995;2;5363
9464;9247;21.08.2019 08:40;675.690;2;22596
9465;1542;26.09.2019 23:23;1.786.602;2;3736
9466;848;17.05.2019 15:58;16.526.073;2;2017
9467;1396;18.10.2019 02:50;3.207.620;2;3378
9468;5485;6.07.2019 17:53;2.618.574;2;8193
9469;1436;7.02.2020 08:49;6.121.779;2;3479
9470;8102;11.02.2020 19:22;8.049.528;2;19798
9471;5812;29.02.2020 23:03;3.509.639;2;9005
9472;3406;26.05.2019 19:01;6.396.549;2;13533
9473;9406;27.02.2019 17:54;7.022.182;2;22990
9474;9000;3.04.2019 03:41;5.563.691;2;21999
9475;5461;11.01.2019 04:56;3.775.319;2;8124
9476;488;1.08.2019 04:19;5.117.707;2;1146
9477;7162;8.05.2019 16:11;2.354.973;2;17464
9478;7909;11.07.2019 08:08;1.354.729;2;19331
9479;9111;14.06.2019 11:56;3.419.282;2;22256
9480;1175;19.03.2019 02:01;2.917.945;2;2832
9481;1460;21.03.2019 11:13;9.660.928;2;3530
9482;3328;19.07.2019 22:42;2.918.770;2;13352
9483;4713;7.01.2019 19:08;1.806.396;2;6219
9484;704;18.09.2019 01:57;3.971.880;2;1679
9485;3948;29.05.2019 17:54;6.776.007;2;14860
9486;7903;3.03.2020 12:14;4.011.677;2;19318
9487;5527;19.04.2019 10:33;15.882.935;2;8304
9488;9084;19.04.2019 15:19;4.202.502;2;22189
9489;3263;4.03.2020 05:58;6.472.620;2;13201
9490;5489;11.07.2019 07:47;2.192.999;2;8199
9491;732;5.01.2020 06:41;1.200.880;2;1749
9492;2744;9.01.2019 09:21;3.380.759;2;11944
9493;8950;14.11.2019 12:55;15.048.184;2;21876
9494;3569;20.01.2020 06:00;10.649.811;2;13931
9495;1484;4.10.2019 14:44;7.476.120;2;3593
9496;2302;31.10.2019 23:00;5.026.792;2;10847
9497;4894;16.09.2019 11:20;3.808.972;2;6666
9498;5476;9.10.2019 09:22;4.527.644;2;8170
9499;6500;24.11.2019 08:19;211.275;2;15897
9500;8615;19.10.2019 16:58;674.301;2;21051
9501;7189;14.06.2019 02:34;1.913.678;2;17537
9502;9622;14.01.2019 22:00;2.672.819;2;23546
9503;8581;25.01.2019 07:22;3.623.176;2;20975
9504;7199;20.01.2020 18:54;638.077;2;17558
9505;9520;3.01.2020 05:26;2.188.953;2;23285
9506;1884;14.06.2019 21:32;949.110;2;4561
9507;2953;18.05.2019 02:08;1.321.202;2;12428
9508;3547;19.10.2019 10:51;4.849.061;2;13881
9509;4589;26.02.2020 20:43;4.231.654;2;5913
9510;9359;19.05.2019 16:52;3.483.318;2;22877
9511;1151;24.12.2019 22:05;5.720.334;2;2767
9512;7410;11.08.2019 16:48;8.461.066;2;18086
9513;3555;5.08.2019 18:43;6.304.250;2;13899
9514;2581;13.06.2019 20:27;812.632;2;11542
9515;8058;16.01.2019 07:19;550.741;2;19691
9516;9061;7.07.2019 02:33;2.554.121;2;22141
9517;9213;20.02.2019 14:54;7.154.350;2;22518
9518;5717;23.02.2020 12:04;1.825.221;2;8751
9519;6771;20.04.2019 20:38;2.767.822;2;16518
9520;4420;30.12.2019 02:13;3.620.513;2;5519
9521;4740;30.08.2019 20:29;4.750.851;2;6286
9522;3828;8.10.2019 06:20;4.085.857;2;14566
9523;1947;24.06.2019 17:43;399.374;2;4718
9524;5882;8.06.2019 16:27;825.170;2;9173
9525;1645;8.12.2019 22:30;7.649.531;2;3989
9526;7820;15.05.2019 18:58;127.432;2;19115
9527;3591;10.06.2019 06:40;5.435.507;2;13981
9528;4855;19.08.2019 00:42;3.505.079;2;6573
9529;2486;14.02.2020 00:54;6.842.443;2;11310
9530;7900;1.06.2019 16:18;5.418.660;2;19313
9531;5225;28.01.2019 05:50;12.584.213;2;7528
9532;258;4.04.2019 18:09;8.831.022;2;587
9533;1527;17.06.2019 00:03;1.141.952;2;3692
9534;913;20.04.2019 09:45;192.347;2;2188
9535;4725;28.01.2019 23:30;8.555.012;2;6249
9536;4755;5.05.2019 14:55;1.352.923;2;6322
9537;9209;16.07.2019 18:47;2.835.384;2;22513
9538;265;5.06.2019 08:08;3.481.394;2;609
9539;2063;6.02.2019 13:14;1.194.472;2;5027
9540;3396;13.10.2019 04:22;6.566.310;2;13508
9541;763;11.08.2019 00:07;3.342.457;2;1824
9542;2860;22.02.2020 07:37;9.217.618;2;12193
9543;7353;24.05.2019 06:49;2.725.011;2;17939
9544;2116;10.08.2019 13:39;2.643.843;2;5150
9545;4201;7.10.2019 06:06;12.519.106;2;15464
9546;8009;12.12.2019 02:23;4.008.054;2;19573
9547;5138;7.03.2020 03:39;6.021.925;2;7313
9548;8741;2.12.2019 18:33;4.094.688;2;21355
9549;4244;28.08.2019 21:17;5.979.634;2;15564
9550;3100;4.07.2019 12:58;5.887.696;2;12785
9551;5368;9.04.2019 02:42;2.539.327;2;7888
9552;8920;25.03.2020 09:34;5.732.617;2;21786
9553;531;21.01.2019 04:34;2.553.257;2;1254
9554;6529;17.03.2020 12:05;2.459.492;2;15964
9555;1821;25.06.2019 07:06;547.133;2;4403
9556;3427;14.02.2020 08:47;834.298;2;13578
9557;1549;28.03.2019 16:36;4.548.043;2;3751
9558;6358;7.03.2020 23:17;37.758;2;10313
9559;1891;26.08.2019 07:21;731.464;2;4579
9560;1777;4.05.2019 08:07;3.158.817;2;4307
9561;4204;10.08.2019 03:30;7.277.154;2;15472
9562;9012;14.03.2020 19:54;3.792.132;2;22035
9563;4165;5.01.2020 22:51;1.051.401;2;15384
9564;6186;8.03.2019 14:18;3.952.741;2;9911
9565;927;14.01.2020 14:51;7.784.255;2;2215
9566;1438;9.06.2019 21:05;8.861.047;2;3483
9567;2206;10.04.2019 08:43;5.757.707;2;10612
9568;3670;17.07.2019 02:54;1.333.037;2;14175
9569;202;21.12.2019 23:30;4.524.234;2;460
9570;3206;10.03.2020 09:34;6.957.947;2;13048
9571;1253;23.09.2019 09:46;6.521.020;2;3017
9572;8638;22.12.2019 03:02;2.380.168;2;24662
9573;3307;12.03.2019 13:47;1.548.190;2;13306
9574;1810;28.05.2019 16:52;1.005.520;2;4378
9575;5724;2.12.2019 23:55;5.243.591;2;8769
9576;8144;23.01.2020 07:12;5.590.002;2;19903
9577;4232;23.03.2019 12:35;5.524.450;2;15538
9578;5113;5.02.2019 23:25;1.611.668;2;7242
9579;5925;21.03.2019 05:55;12.486.713;2;9277
9580;9238;5.10.2019 17:37;104.817;2;22578
9581;3505;13.09.2019 19:17;614.082;2;13768
9582;8568;16.08.2019 12:27;902.420;2;20941
9583;2610;21.09.2019 20:56;1.963.308;2;11621
9584;512;11.05.2019 05:25;7.811.296;2;1210
9585;6081;3.10.2019 02:39;295.679;2;9658
9586;380;16.02.2019 16:03;4.894.104;2;871
9587;8506;1.07.2019 23:14;717.359;2;20786
9588;7879;22.07.2019 18:29;12.967.784;2;19260
9589;6765;30.12.2019 02:13;47.591;2;16505
9590;4369;13.12.2019 19:58;5.062.571;2;5398
9591;6452;8.03.2020 06:50;7.948.232;2;15781
9592;2003;28.05.2019 16:05;2.574.587;2;4883
9593;8184;29.05.2019 09:05;16.345.134;2;20008
9594;989;24.09.2019 00:50;2.257.158;2;2373
9595;6835;31.01.2019 05:39;5.363.376;2;16690
9596;782;13.01.2020 09:19;5.118.204;2;1865
9597;8994;23.03.2019 06:16;10.098.028;2;21986
9598;8261;1.10.2019 07:21;1.267.474;2;20190
9599;7743;23.01.2019 15:21;1.388.144;2;18930
9600;3960;28.08.2019 07:45;4.507.491;2;14891
9601;5774;23.08.2019 21:48;2.888.617;2;8892
9602;9210;5.06.2019 01:19;3.983.598;2;22514
9603;4989;12.01.2020 23:36;5.313.178;2;6921
9604;9553;20.02.2019 06:13;4.026.222;2;23369
9605;801;23.10.2019 22:37;4.768.664;2;1901
9606;6648;7.03.2019 19:57;781.326;2;16238
9607;5358;12.03.2019 00:39;1.045.878;2;7860
9608;4866;13.02.2019 11:24;3.576.436;2;6599
9609;8038;30.01.2019 05:53;3.787.121;2;19638
9610;7821;8.12.2019 22:02;1.510.940;2;19117
9611;7221;9.05.2019 04:17;2.124.842;2;17604
9612;6501;29.11.2019 14:47;7.177.448;2;15898
9613;5113;6.06.2019 00:44;5.815.534;2;7241
9614;1287;24.09.2019 13:45;4.904.565;2;3101
9615;7027;20.02.2020 12:30;10.995.027;2;17144
9616;1690;22.07.2019 02:33;550.206;2;4088
9617;9475;13.03.2019 01:20;2.131.574;2;23173
9618;1496;11.11.2019 01:33;2.940.224;2;3622
9619;9215;15.12.2019 06:21;5.596.246;2;22523
9620;228;8.08.2019 05:04;16.402.507;2;519
9621;4684;15.06.2019 22:03;4.120.190;2;6149
9622;6664;11.11.2019 14:47;2.453.843;2;16275
9623;8816;16.03.2019 23:18;1.401.255;2;21549
9624;7492;27.01.2020 12:28;1.534.503;2;18294
9625;6815;29.10.2019 15:35;650.601;2;16639
9626;3935;2.06.2019 01:31;3.876.774;2;14826
9627;6761;29.06.2019 11:24;2.404.769;2;16497
9628;8081;28.10.2019 07:09;1.887.299;2;19746
9629;5791;7.06.2019 03:34;60.178;2;8941
9630;2108;8.04.2019 12:17;2.688.833;2;5130
9631;4499;17.11.2019 05:42;4.780.182;2;5715
9632;7944;9.03.2020 12:27;3.703.784;2;19427
9633;553;18.06.2019 16:00;579.206;2;1314
9634;8353;5.01.2019 21:32;6.551.294;2;24660
9635;2170;14.08.2019 21:22;225.051;2;10524
9636;4998;23.09.2019 13:41;12.890.227;2;6943
9637;9195;11.05.2019 15:38;2.981.243;2;22472
9638;266;20.07.2019 15:45;4.121.371;2;611
9639;9004;23.05.2019 23:58;2.611.112;2;22010
9640;3490;2.01.2020 18:59;720.349;2;13734
9641;8775;24.08.2019 07:35;10.552.693;2;21443
9642;5527;10.07.2019 23:03;10.058.902;2;8303
9643;2910;7.09.2019 23:24;11.122.013;2;12315
9644;8277;28.02.2020 23:31;6.527.396;2;20227
9645;4685;11.11.2019 12:36;15.987.081;2;6153
9646;8876;19.07.2019 19:52;3.711.927;2;21681
9647;3413;12.10.2019 07:07;16.423;2;13552
9648;6736;7.12.2019 01:39;3.654.435;2;16436
9649;4656;1.06.2019 22:21;734.103;2;6077
9650;5263;16.08.2019 02:34;4.245.274;2;7610
9651;8918;7.08.2019 09:32;3.196.305;2;21780
9652;8564;13.09.2019 06:12;1.786.100;2;20930
9653;5802;20.09.2019 20:08;484.185;2;8978
9654;9010;6.03.2019 23:43;1.058.844;2;22028
9655;2931;28.12.2019 22:33;4.541.768;2;12368
9656;3007;22.12.2019 21:30;4.289.307;2;12563
9657;189;26.12.2019 12:16;3.941.219;2;426
9658;9382;30.08.2019 05:48;693.723;2;22931
9659;8378;28.03.2019 20:13;1.441.388;2;20476
9660;8287;9.01.2019 21:52;5.375.094;2;20252
9661;9376;27.04.2019 12:07;8.004.458;2;22921
9662;8801;4.07.2019 10:27;2.493.361;2;21512
9663;4414;30.09.2019 05:28;1.382.714;2;5505
9664;2792;19.02.2020 15:26;4.107.646;2;12055
9665;8729;2.01.2019 05:52;2.434.599;2;21327
9666;6953;4.02.2020 18:51;13.166;2;16958
9667;8340;1.03.2019 00:56;867.244;2;20382
9668;6888;5.02.2019 21:28;10.245.271;2;16803
9669;5711;6.02.2020 07:29;314.948;2;8737
9670;5904;2.11.2019 23:17;903.912;2;9226
9671;1306;20.04.2019 14:54;1.259.959;2;3143
9672;6266;1.03.2019 08:50;7.624.844;2;10109
9673;6490;16.05.2019 04:14;1.670.382;2;15871
9674;6045;11.03.2019 18:18;622.292;2;9580
9675;2806;16.12.2019 13:58;1.766.629;2;12093
9676;5249;19.01.2019 10:54;4.256.825;2;7581
9677;6070;11.03.2020 14:35;5.010.260;2;9632
9678;8784;9.05.2019 23:30;5.271.679;2;21464
9679;5333;15.09.2019 18:18;2.926.057;2;7786
9680;7607;24.01.2020 16:25;4.580.333;2;18586
9681;434;21.12.2019 15:02;1.531.258;2;1010
9682;2294;23.10.2019 12:36;1.095.195;2;10828
9683;1397;20.03.2020 02:24;6.506.773;2;3380
9684;3204;22.12.2019 10:10;95.094;2;13043
9685;4486;17.05.2019 20:16;3.092.087;2;5684
9686;6312;3.04.2019 10:05;3.009.817;2;10211
9687;5570;4.06.2019 23:03;2.494.329;2;8417
9688;5932;25.08.2019 11:07;364.133;2;9289
9689;1490;12.10.2019 01:06;2.796.646;2;3610
9690;7314;25.03.2020 17:54;4.444.311;2;17836
9691;9660;6.01.2020 16:55;4.093.399;2;23642
9692;5301;26.09.2019 12:12;3.274.149;2;7694
9693;645;12.03.2020 08:52;3.293.437;2;1536
9694;1366;23.05.2019 03:34;5.143.780;2;3300
9695;8857;14.04.2019 17:56;1.197.913;2;21641
9696;4174;7.11.2019 17:38;4.124.349;2;15399
9697;2937;6.02.2020 12:49;3.327.967;2;12383
9698;3066;6.03.2019 18:21;1.253.566;2;12710
9699;637;6.01.2020 08:49;1.408.944;2;1516
9700;4460;10.02.2020 17:18;3.230.637;2;5613
9701;3544;17.03.2019 05:08;432.234;2;24524
9702;6299;29.07.2019 13:31;5.345.241;2;24487
9703;7103;19.09.2019 14:13;3.092.087;2;17326
9704;9598;18.07.2019 06:09;1.175.570;2;23480
9705;1035;12.02.2019 17:56;8.133.299;2;2490
9706;9016;9.07.2019 22:43;4.120.256;2;22044
9707;3332;29.05.2019 12:33;886.987;2;13359
9708;3496;15.04.2019 12:43;5.576.279;2;13748
9709;5365;1.08.2019 17:02;701.723;2;7881
9710;1924;14.09.2019 01:15;1.223.287;2;4656
9711;4709;7.03.2020 23:26;6.068.688;2;6210
9712;7572;9.05.2019 22:58;3.672.948;2;18490
9713;5846;13.01.2020 23:58;2.173.201;2;9085
9714;1936;12.10.2019 13:03;10.124.296;2;4693
9715;3828;29.02.2020 02:55;14.567.423;2;14566
9716;4349;7.06.2019 23:42;4.890.297;2;5346
9717;1315;11.08.2019 13:50;4.029.733;2;3165
9718;4344;2.05.2019 06:36;590.907;2;5336
9719;8422;7.09.2019 04:33;720.505;2;20580
9720;6166;28.03.2019 20:35;416.833;2;9866
9721;1908;1.04.2019 07:27;7.352.897;2;4622
9722;9048;26.06.2019 11:48;6.210.413;2;22119
9723;9661;8.10.2019 17:23;195.540;2;23646
9724;4433;20.02.2019 07:11;5.157.822;2;5545
9725;8400;8.03.2020 11:40;12.673.274;2;20536
9726;386;2.01.2020 18:15;6.688.062;2;890
9727;7720;15.05.2019 09:07;4.602.175;2;18878
9728;1003;30.12.2019 01:33;5.904.507;2;2413
9729;7586;7.02.2019 00:41;1.786.158;2;18528
9730;5346;7.09.2019 19:04;5.647.901;2;7824
9731;9660;10.07.2019 09:04;3.071.705;2;23643
9732;2584;2.06.2019 10:17;4.711.178;2;11551
9733;2891;15.11.2019 18:59;1.827.901;2;12267
9734;3373;21.01.2019 21:57;2.251.930;2;13449
9735;7374;6.02.2020 20:09;4.629.963;2;17996
9736;6818;3.11.2019 01:39;2.067.365;2;16646
9737;4796;13.05.2019 12:57;1.982.180;2;6435
9738;3278;25.01.2020 18:21;6.204.017;2;13235
9739;9595;7.01.2020 07:43;2.702.755;2;23475
9740;7104;30.01.2020 03:29;1.356.619;2;17329
9741;1354;13.01.2019 14:12;7.201.481;2;3260
9742;7134;3.02.2019 11:03;5.156.738;2;17402
9743;6271;21.01.2020 19:58;5.821.111;2;10124
9744;500;14.06.2019 22:24;1.794.754;2;1178
9745;6573;2.07.2019 02:09;923.845;2;16069
9746;8836;28.10.2019 09:29;14.353.835;2;24650
9747;3174;14.12.2019 20:22;6.214.313;2;12968
9748;6940;29.11.2019 08:42;6.114.722;2;16929
9749;9408;16.01.2019 13:57;2.401.263;2;22993
9750;3142;12.07.2019 08:16;565.224;2;12890
9751;272;2.05.2019 23:37;3.956.780;2;622
9752;4400;27.03.2019 09:39;1.094.567;2;5471
9753;8161;29.05.2019 23:35;6.687.352;2;19948
9754;4993;15.04.2019 05:06;4.277.274;2;6930
9755;3097;16.08.2019 02:05;1.394.301;2;12780
9756;937;28.09.2019 15:02;1.337.835;2;2244
9757;594;22.05.2019 16:47;292.326;2;1415
9758;9559;7.02.2020 14:54;8.114.649;2;23387
9759;545;16.12.2019 22:14;7.052.232;2;1293
9760;7648;15.03.2019 02:17;3.337.245;2;18688
9761;6955;11.11.2019 11:18;2.927.009;2;16965
9762;5537;17.02.2020 03:58;7.153.090;2;8330
9763;8741;14.02.2019 10:17;1.104.661;2;21358
9764;3311;28.12.2019 08:23;2.235.192;2;13316
9765;3656;10.01.2020 14:04;123.337;2;14138
9766;9003;9.01.2019 01:57;15.467.276;2;22007
9767;7958;25.11.2019 16:09;2.631.531;2;19464
9768;3107;19.10.2019 00:27;447.894;2;12806
9769;8219;3.01.2019 21:40;6.764.116;2;20095
9770;7232;26.07.2019 13:10;5.810.397;2;17633
9771;6231;27.01.2019 22:53;2.674.472;2;10015
9772;3082;14.09.2019 22:14;8.987.304;2;12745
9773;2423;28.12.2019 20:04;1.419.846;2;11150
9774;4237;2.11.2019 02:16;5.260.202;2;15551
9775;4175;27.11.2019 19:10;6.169.852;2;15401
9776;2255;28.03.2019 09:24;1.717.100;2;10739
9777;2940;13.07.2019 12:31;2.388.103;2;12393
9778;2126;13.05.2019 04:37;4.519.086;2;5175
9779;5761;6.08.2019 22:55;6.711.609;2;8861
9780;369;17.02.2020 23:07;6.032.231;2;846
9781;7044;4.06.2019 10:58;939.442;2;17179
9782;5332;1.02.2020 00:45;1.786.552;2;7781
9783;7194;28.07.2019 02:19;708.132;2;17548
9784;4701;17.03.2020 18:52;1.001.577;2;6188
9785;4388;18.04.2019 08:51;5.951.905;2;5440
9786;3443;15.05.2019 18:48;2.750.879;2;13620
9787;9548;20.03.2020 10:09;1.265.282;2;23354
9788;2154;21.05.2019 19:58;1.196.261;2;10487
9789;3779;24.01.2019 04:16;956.771;2;14443
9790;4349;3.02.2020 17:41;2.986.910;2;5348
9791;6831;19.02.2019 19:32;1.635.633;2;16680
9792;6134;22.01.2019 16:57;4.519.151;2;9781
9793;7169;25.02.2020 11:27;5.888.935;2;17488
9794;2826;3.01.2019 21:20;4.095.317;2;12135
9795;5165;22.12.2019 11:47;4.526.065;2;7381
9796;5391;7.04.2019 06:38;1.568.305;2;7949
9797;1284;21.12.2019 01:28;453.047;2;3093
9798;2875;12.12.2019 02:34;1.825.490;2;12230
9799;7280;15.08.2019 08:33;6.820.245;2;17742
9800;5418;14.06.2019 22:54;192.927;2;8018
9801;3285;18.11.2019 00:13;2.966.555;2;13251
9802;1561;17.03.2019 10:31;8.098.365;2;3782
9803;5570;13.01.2019 12:04;4.300.946;2;8415
9804;8567;11.07.2019 04:31;557.367;2;20937
9805;5034;20.10.2019 15:18;13.273.138;2;7023
9806;718;10.06.2019 05:12;2.207.880;2;1717
9807;8786;8.01.2020 03:47;16.143.821;2;21472
9808;3431;21.01.2019 08:48;1.990.034;2;13586
9809;8128;29.06.2019 10:26;62.527;2;19866
9810;377;27.10.2019 01:48;2.061.775;2;864
9811;656;3.11.2019 13:40;2.725.173;2;1554
9812;4235;22.11.2019 23:26;3.212.731;2;15546
9813;2079;5.09.2019 04:30;3.743.492;2;5064
9814;1967;26.02.2019 19:33;3.107.852;2;4781
9815;5869;28.01.2019 19:04;5.112.197;2;9139
9816;5379;7.10.2019 06:26;2.436.909;2;7916
9817;3980;19.12.2019 15:22;527.175;2;14945
9818;2382;14.08.2019 20:51;5.853.731;2;11046
9819;8128;6.03.2020 01:59;1.416.115;2;19864
9820;5918;1.04.2019 12:37;1.757.804;2;9261
9821;918;29.09.2019 18:13;3.077.893;2;2200
9822;217;12.04.2019 11:25;11.142.477;2;492
9823;886;16.04.2019 07:35;4.821.008;2;2125
9824;5424;9.05.2019 00:59;1.828.962;2;8031
9825;5096;1.03.2020 06:15;1.083.079;2;7203
9826;986;21.02.2019 10:19;4.807.180;2;2365
9827;4820;12.02.2019 21:26;1.529.649;2;6488
9828;8592;21.10.2019 01:27;451.872;2;21000
9829;1623;28.12.2019 01:39;2.923.090;2;3937
9830;511;10.01.2020 12:25;5.538.858;2;1205
9831;419;19.03.2020 04:05;6.078.328;2;973
9832;5147;22.07.2019 02:49;5.661.751;2;7338
9833;6499;29.04.2019 03:26;914.957;2;15894
9834;4554;6.03.2020 18:17;135.693;2;5842
9835;2130;8.01.2020 08:42;3.711.765;2;5186
9836;9174;23.02.2019 05:24;10.711.878;2;22413
9837;370;20.03.2020 02:36;1.047.826;2;847
9838;3132;28.11.2019 08:27;5.040.716;2;12866
9839;9082;9.02.2019 22:43;3.314.672;2;22184
9840;4276;14.04.2019 09:23;8.469.469;2;15643
9841;5228;14.03.2020 00:07;8.436.167;2;7539
9842;179;31.01.2020 10:59;5.716.839;2;407
9843;4555;1.08.2019 13:40;1.694.531;2;5844
9844;2978;14.02.2019 08:46;3.530.315;2;12491
9845;4512;19.08.2019 18:55;5.213.839;2;24625
9846;6915;1.09.2019 21:28;3.386.891;2;16874
9847;4474;23.12.2019 07:49;6.614.885;2;5653
9848;4900;24.03.2020 18:46;1.877.173;2;6683
9849;1932;18.11.2019 02:24;3.524.972;2;4680
9850;2765;20.12.2019 08:53;552.704;2;11987
9851;6140;21.08.2019 23:02;4.189.255;2;9796
9852;6708;27.03.2019 12:15;4.494.813;2;16372
9853;8296;19.04.2019 11:18;5.094.573;2;20272
9854;5165;1.03.2019 13:54;2.887.590;2;7383
9855;4560;28.04.2019 17:02;1.531.597;2;5855
9856;7749;2.06.2019 20:36;9.284.250;2;18946
9857;7201;20.03.2019 08:53;2.289.102;2;17562
9858;7761;20.09.2019 08:27;3.056.882;2;18973
9859;5698;12.08.2019 16:26;7.696.158;2;8709
9860;1536;2.12.2019 22:49;14.135.959;2;3715
9861;1762;4.04.2019 03:05;3.074.914;2;4259
9862;1267;9.03.2020 06:08;1.043.184;2;3052
9863;9628;14.05.2019 13:37;27.321;2;23562
9864;3513;20.11.2019 23:22;4.668.042;2;13789
9865;2663;21.07.2019 19:01;2.339.419;2;11752
9866;6838;15.03.2019 17:57;1.988.322;2;16695
9867;882;26.12.2019 11:59;309.806;2;2112
9868;9174;3.01.2019 21:25;1.185.395;2;22412
9869;9372;6.03.2019 03:12;14.911.015;2;22912
9870;6887;14.11.2019 18:19;3.555.068;2;16802
9871;7622;28.11.2019 06:31;6.675.014;2;18621
9872;730;18.06.2019 22:47;7.469.611;2;1745
9873;1041;24.02.2019 08:39;5.275.639;2;2506
9874;1440;25.01.2019 04:34;2.532.084;2;3488
9875;8632;28.11.2019 07:03;673.701;2;21093
9876;1374;15.07.2019 00:06;8.098.927;2;3321
9877;9379;28.01.2019 10:20;4.468.214;2;22927
9878;2351;7.11.2019 08:25;2.022.104;2;10969
9879;186;19.05.2019 00:14;11.750.702;2;421
9880;7221;17.08.2019 19:06;0.5619;2;17604
9881;6573;19.08.2019 21:17;7.307.918;2;16068
9882;2099;16.06.2019 16:02;1.305.034;2;5108
9883;3837;23.07.2019 07:02;10.502.833;2;14585
9884;7294;19.12.2019 07:45;595.857;2;17783
9885;5419;12.07.2019 01:16;2.958.150;2;8021
9886;2772;23.11.2019 04:50;5.740.437;2;12005
9887;272;8.04.2019 00:20;8.563.977;2;622
9888;7270;7.05.2019 03:22;8.416.341;2;17717
9889;1830;21.02.2020 03:26;2.199.882;2;4429
9890;4313;25.02.2020 09:59;5.130.143;2;5261
9891;5389;1.05.2019 17:19;1.922.685;2;7944
9892;1089;7.11.2019 15:50;6.750.088;2;2616
9893;4932;9.12.2019 19:12;7.524.948;2;6769
9894;9605;3.08.2019 21:07;175.249;2;23499
9895;8525;16.11.2019 10:10;4.330.677;2;20832
9896;4203;22.02.2020 17:24;4.018.882;2;15471
9897;5109;31.03.2019 22:44;2.339.736;2;7231
9898;7689;12.04.2019 13:06;2.403.061;2;18803
9899;2068;21.01.2020 02:14;3.641.278;2;5040
9900;7506;9.09.2019 03:35;0.8594;2;18328
9901;8295;3.09.2019 15:40;9.641.074;2;20269
9902;6831;19.03.2020 04:18;7.453.611;2;16679
9903;2770;3.08.2019 11:45;132.485;2;12000
9904;618;21.10.2019 02:03;9.280.165;2;1470
9905;9200;8.01.2020 04:00;6.350.570;2;22485
9906;6217;17.02.2020 03:26;1.897.606;2;9991
9907;4212;10.09.2019 13:02;7.375.396;2;15487
9908;3320;12.04.2019 10:17;5.031.503;2;13336
9909;1002;25.07.2019 16:13;8.398.418;2;2411
9910;5997;2.03.2020 17:06;3.058.771;2;9448
9911;5094;2.12.2019 05:30;4.173.516;2;7199
9912;9415;15.09.2019 06:13;1.567.893;2;23014
9913;6607;2.02.2019 04:03;16.239.458;2;16138
9914;8150;26.05.2019 11:09;4.309.841;2;19924
9915;6851;26.12.2019 18:52;1.565.267;2;16718
9916;2116;21.01.2019 01:43;1.810.336;2;5150
9917;3670;21.04.2019 17:54;1.970.709;2;14175
9918;6571;4.11.2019 20:30;6.965.905;2;16063
9919;4300;9.03.2019 09:59;1.679.793;2;15709
9920;1018;23.01.2020 18:21;6.634.454;2;2448
9921;7539;16.02.2020 17:18;9.024.654;2;18409
9922;2150;10.12.2019 01:03;458.299;2;5238
9923;9126;12.02.2020 02:42;7.787.967;2;22291
9924;8234;30.01.2019 21:07;1.363.200;2;20122
9925;2393;27.06.2019 03:58;2.213.824;2;11071
9926;7059;15.12.2019 15:21;4.526.386;2;17222
9927;4893;18.01.2019 03:49;11.290.542;2;6665
9928;1148;5.02.2019 05:35;1.739.466;2;2762
9929;852;23.10.2019 12:19;4.289.289;2;2025
9930;6662;20.04.2019 14:18;4.182.394;2;16271
9931;7640;7.02.2019 08:33;891.797;2;18662
9932;2904;24.02.2019 10:39;5.655.397;2;12301
9933;5622;6.07.2019 23:06;1.095.395;2;8535
9934;6231;21.07.2019 10:58;5.181.147;2;10015
9935;7081;31.01.2019 13:48;1.551.832;2;17276
9936;5825;16.05.2019 19:04;4.413.969;2;9033
9937;3120;24.02.2020 20:39;3.864.462;2;12841
9938;2531;4.09.2019 19:47;27.889.686;2;11428
9939;346;11.04.2019 15:17;446.103;2;792
9940;8953;5.06.2019 04:06;2.474.714;2;21882
9941;6830;22.07.2019 13:22;3.127.988;2;16678
9942;8374;9.09.2019 21:39;1.242.450;2;20464
9943;9106;21.08.2019 12:16;3.326.561;2;22241
9944;4361;23.02.2020 02:04;1.946.019;2;5377
9945;124;25.08.2019 11:24;5.434.598;2;291
9946;3475;9.03.2019 18:49;1.309.856;2;13691
9947;7203;2.05.2019 13:20;5.418.203;2;17566
9948;5245;28.03.2019 12:57;4.446.775;2;7574
9949;84;12.10.2019 07:19;470.641;2;194
9950;2934;20.01.2020 04:31;658.440;2;12379
9951;2192;31.07.2019 11:03;6.711.341;2;10580
9952;6721;2.05.2019 00:50;851.811;2;16403
9953;5851;5.10.2019 10:41;5.748.927;2;9103
9954;9487;13.06.2019 02:01;3.313.034;2;23201
9955;5074;2.04.2019 06:57;2.687.699;2;7142
9956;5922;8.01.2019 10:55;2.313.224;2;9270
9957;2872;7.02.2019 23:13;9.129.808;2;12223
9958;9099;11.02.2020 05:58;1.572.574;2;22224
9959;4592;2.03.2020 18:02;609.556;2;5919
9960;6669;26.08.2019 15:44;3.546.343;2;16291
9961;2374;8.02.2020 03:51;6.847.245;2;11028
9962;7630;3.01.2019 22:27;2.328.214;2;18636
9963;203;18.01.2020 06:09;3.721.919;2;464
9964;6016;16.10.2019 01:35;1.412.720;2;9496
9965;1310;25.04.2019 10:01;2.481.902;2;3153
9966;3455;26.12.2019 16:13;2.258.988;2;24521
